 Invoice Number, Status, Gross, Fee, Net, Reserve
300093601,Completed,83.43,-1.79,81.64,
300093600,Completed,205.2,-4.1,201.1,
300093598,Completed,59.4,-2.08,57.32,
300093597,Completed,45.36,-1.06,44.3,
200000022,Denied,13,0,13,
300093596,Completed,90,-1.91,88.09,
200000021,Completed,38.02,-0.92,37.1,
300093595,Completed,46.8,-1.09,45.71,
300093594,Completed,30.6,-0.78,29.82,
300093593,Completed,84.24,-1.75,82.49,
300093592,Completed,34,-0.85,33.15,
300093591,Completed,13.61,-0.41,13.2,
200000020,Refunded,12.64,-0.44,12.2,
300093590,Completed,24.3,-0.66,23.64,
200000019,Refunded,12.64,-0.44,12.2,
300093589,Completed,48.6,-1.12,47.48,
300093588,Refunded,36,-0.88,35.12,
200000018,Refunded,22,-0.57,21.43,
300093587,Completed,68.04,-2.38,65.66,
300093586,Completed,60,-1.34,58.66,
300093585,Completed,114.3,-2.32,111.98,
300093584,Completed,90,-1.91,88.09,
300093583,Completed,179.28,-3.61,175.67,
300093582,Completed,53,-1.21,51.79,
200000017,Denied,37.63,0,37.63,
300093581,Completed,1157.98,-22.2,1135.78,
300093580,Completed,76.68,-1.66,75.02,
300093579,Completed,36.94,-0.9,36.04,
300093577,Completed,99,-2.03,96.97,
300093578,Refunded,111.24,-2.31,108.93,
200000016,Completed,26,-0.69,25.31,
300093576,Completed,81.6,-1.7,79.9,
300093575,Completed,149.04,-2.98,146.06,
300093573,Refunded,60.48,-2.12,58.36,
300093572,Completed,62.1,-1.33,60.77,
300093571,Completed,97.2,-2.05,95.15,
300093570,Partially Refunded,70.1,-1.53,68.57,
300093569,Completed,100,-2.1,97.9,
300093568,Completed,416.35,-14.57,401.78,
300093567,Completed,20.25,-0.58,19.67,
300093566,Completed,115.5,-2.39,113.11,
300093565,Completed,35.95,-0.88,35.07,
300093563,Completed,150,-3.05,146.95,
300093562,Partially Refunded,76,-1.64,74.36,
300093561,Completed,222,-4.42,217.58,
300093560,Completed,31.45,-0.8,30.65,
300093559,Completed,192.9,-3.87,189.03,
300093557,Completed,92,-1.95,90.05,
300093556,Completed,339.75,-6.66,333.09,
300093555,Completed,284.04,-5.6,278.44,
300093554,Completed,39.1,-0.94,38.16,
300093553,Completed,11.66,-0.42,11.24,
200000015,Completed,165.62,-3.35,162.27,
300093552,Refunded,49.15,-1.13,48.02,
300093551,Completed,89.25,-1.85,87.4,
300093550,Completed,28.9,-0.7,28.2,
300093549,Refunded,54.9,-1.47,53.43,
300093548,Completed,39.6,-0.95,38.65,
200000014,Refunded,27,-0.71,26.29,
300093546,Completed,29.7,-0.71,28.99,
200000013,Completed,65.7,-1.45,64.25,
300093547,Completed,65.9,-1.45,64.45,
300093545,Completed,17.55,-0.48,17.07,
300093544,Refunded,88.2,-1.88,86.32,
300093543,Completed,28,-0.73,27.27,
300093541,Partially Refunded,196.95,-3.94,193.01,
300093540,Completed,59.95,-1.34,58.61,
300093539,Completed,71.13,-1.55,69.58,
300093538,Completed,67.15,-1.48,65.67,
300093537,Completed,48.6,-1.07,47.53,
300093536,Completed,190.46,-3.82,186.64,
300093534,Completed,36,-0.88,35.12,
300093533,Completed,60.75,-1.35,59.4,
300093532,Refunded,111.25,-3.89,107.36,
200000010,Completed,99.91,-2.05,97.86,
300093530,Completed,111,-2.31,108.69,
300093529,Completed,110.16,-2.24,107.92,
300093528,Completed,72.25,-2.53,69.72,
300093527,Completed,400.68,-14.02,386.66,
300093526,Completed,64.8,-1.43,63.37,
300093524,Completed,58.5,-1.26,57.24,
300093525,Completed,65,-1.44,63.56,
300093523,Completed,35.1,-1.23,33.87,
200000009,Completed,20,-0.53,19.47,
200000008,Completed,32.4,-0.77,31.63,
300093522,Partially Refunded,167,-3.37,163.63,
300093521,Completed,89.64,-1.9,87.74,
300093520,Partially Refunded,63,-1.35,61.65,
300093519,Refunded,49.5,-1.73,47.77,
300093518,Completed,25.2,-0.63,24.57,
300093517,Completed,16.88,-0.47,16.41,
300093516,Completed,51.84,-1.18,50.66,
300093515,Completed,64.8,-1.43,63.37,
300093514,Completed,45.9,-1.07,44.83,
300093513,Completed,81,-1.74,79.26,
300093511,Refunded,54,-1.23,52.77,
300093510,Completed,64.8,-1.43,63.37,
300093509,Completed,207,-4.13,202.87,
300093508,Completed,46,-1.07,44.93,
300093507,Completed,107.2,-2.19,105.01,
300093506,Completed,20.69,-0.59,20.1,
300093505,Completed,375,-7.33,367.67,
300093503,Refunded,16.2,-0.46,15.74,
300093504,Completed,82,-1.76,80.24,
300093502,Completed,148,-3.01,144.99,
300093501,Completed,41.71,-0.99,40.72,
300093500,Completed,9,-0.32,8.68,
300093499,Partially Refunded,243,-4.82,238.18,
300093498,Completed,39.95,-1.16,38.79,
300093497,Completed,376.92,-7.31,369.61,
300093496,Completed,54.55,-1.24,53.31,
300093495,Completed,63.9,-1.41,62.49,
300093494,Refunded,59.4,-1.33,58.07,
300093493,Completed,49.3,-1.14,48.16,
300093492,Completed,86.67,-1.85,84.82,
300093491,Refunded,140,-2.81,137.19,
300093490,Completed,39.1,-0.94,38.16,
300093489,Completed,59.22,-1.28,57.94,
300093488,Completed,69.3,-1.52,67.78,
300093487,Completed,122.59,-2.53,120.06,
300093485,Completed,34.99,-0.86,34.13,
300093484,Completed,165.9,-3.35,162.55,
300093482,Completed,22.5,-0.58,21.92,
300093483,Completed,174,-3.51,170.49,
300093481,Completed,75.08,-1.63,73.45,
300093480,Completed,299.68,-5.89,293.79,
300093479,Completed,44.95,-1,43.95,
300093478,Completed,172.8,-3.48,169.32,
300093475,Completed,79.91,-1.67,78.24,
200000007,Completed,129,-2.65,126.35,
300093477,Completed,28.8,-0.7,28.1,
200000006,Completed,24.99,-0.62,24.37,
300093476,Completed,32.4,-1.13,31.27,
300093474,Completed,286,-5.63,280.37,
300093473,Completed,139,-2.84,136.16,
300093471,Completed,16.15,-0.51,15.64,
300093472,Completed,11,-0.41,10.59,
300093470,Completed,28,-0.68,27.32,
300093469,Completed,162.9,-3.3,159.6,
300093468,Completed,8.55,-0.36,8.19,
300093467,Partially Refunded,212,-4.23,207.77,
300093466,Completed,62.1,-1.38,60.72,
300093465,Completed,118,-2.44,115.56,
200000005,Refunded,18.36,-0.5,17.86,
300093464,Completed,77.4,-1.67,75.73,
300093461,Completed,29.95,-0.72,29.23,
300093462,Completed,63.9,-1.41,62.49,
300093460,Completed,81.6,-1.75,79.85,
300093459,Completed,35,-0.82,34.18,
300093455,Completed,28.9,-0.7,28.2,
300093458,Completed,217.63,-7.62,210.01,
300093456,Completed,20,-0.53,19.47,
300093457,Completed,130.37,-4.56,125.81,
300093454,Completed,203.95,-7.14,196.81,
200000004,Completed,157.6,-5.52,152.08,
300093453,Completed,59.96,-1.34,58.62,
300093452,Completed,254,-5.03,248.97,
300093451,Completed,38,-0.92,37.08,
300093449,Completed,64,-1.37,62.63,
300093448,Completed,110,-2.29,107.71,
300093447,Completed,112.96,-2.35,110.61,
300093446,Completed,88,-1.82,86.18,
300093445,Refunded,40,-1.11,38.89,
300093444,Completed,39.95,-0.91,39.04,
300093442,Completed,39.95,-0.96,38.99,
200000003,Completed,29.25,-0.76,28.49,
300093441,Completed,36,-0.83,35.17,
300093439,Completed,117.9,-2.44,115.46,
300093438,Completed,45.68,-1.07,44.61,
300093437,Completed,17.28,-0.53,16.75,
300093435,Refunded,72,-2.52,69.48,
300093434,Completed,69,-1.46,67.54,
300093433,Completed,52.29,-1.19,51.1,
300093432,Completed,80.1,-1.72,78.38,
300093431,Completed,35.91,-0.88,35.03,
300093430,Completed,53.46,-1.17,52.29,
300093429,Completed,16,-0.45,15.55,
300093427,Completed,322,-6.27,315.73,
300093426,Completed,33.6,-0.79,32.81,
300093425,Completed,132,-2.71,129.29,
300093424,Completed,23.4,-0.59,22.81,
300093423,Completed,66,-1.45,64.55,
300093422,Completed,93,-1.97,91.03,
300093419,Partially Refunded,380.5,-7.38,373.12,
300093420,Completed,34,-0.85,33.15,
300093418,Completed,69.5,-1.52,67.98,
300093417,Refunded,38.88,-0.89,37.99,
300093416,Completed,65,-1.44,63.56,
300093415,Completed,161,-3.26,157.74,
300093414,Completed,56.5,-1.27,55.23,
300093413,Completed,16.56,-0.46,16.1,
300093412,Completed,43.15,-1.02,42.13,
300093411,Partially Refunded,98.1,-2.01,96.09,
300093410,Completed,42.12,-1,41.12,
300093409,Refunded,155.52,-3.15,152.37,
300093408,Completed,54.9,-1.19,53.71,
300093407,Completed,318.55,-6.25,312.3,
300093406,Completed,239,-4.74,234.26,
300093405,Completed,39.95,-0.91,39.04,
300093404,Completed,71,-1.55,69.45,
300093403,Refunded,18,-0.63,17.37,
300093402,Completed,83.85,-1.74,82.11,
300093401,Completed,62.55,-1.39,61.16,
300093400,Completed,137.38,-2.81,134.57,
300093398,Completed,39.95,-1.4,38.55,
300093397,Completed,70.2,-2.46,67.74,
300093396,Completed,196.2,-3.88,192.32,
300093395,Partially Refunded,119.88,-2.48,117.4,
300093394,Partially Refunded,115.61,-4.05,111.56,
300093393,Completed,136,-2.78,133.22,
300093392,Completed,40.5,-0.97,39.53,
300093391,Completed,107,-2.23,104.77,
300093390,Partially Refunded,210,-4.14,205.86,
300093389,Partially Refunded,223.5,-7.82,215.68,
300093388,Refunded,51.3,-1.38,49.92,
300093387,Completed,98,-2.01,95.99,
300093386,Completed,212.7,-4.19,208.51,
300093385,Completed,49.57,-1.09,48.48,
300093384,Completed,28,-0.73,27.27,
300093383,Completed,17.1,-0.47,16.63,
300093382,Refunded,70,-1.53,68.47,
300093381,Completed,12,-0.43,11.57,
300093380,Completed,76.68,-1.66,75.02,
300093379,Completed,44.35,-1.04,43.31,
300093378,Completed,15.55,-0.45,15.1,
300093377,Completed,122.04,-2.47,119.57,
300093376,Completed,42,-0.95,41.05,
300093375,Completed,10,-0.34,9.66,
300093374,Completed,19.44,-0.57,18.87,
300093373,Completed,54.45,-1.23,53.22,
300093372,Completed,42,-1,41,
300093370,Completed,54,-1.23,52.77,
300093369,Refunded,23.7,-0.6,23.1,
300093368,Completed,9,-0.37,8.63,
300093367,Refunded,36,-0.88,35.12,
300093366,Completed,38.7,-0.94,37.76,
300093365,Completed,152.2,-3.09,149.11,
300092757,Completed,83.25,-1.78,81.47,
300093364,Completed,64,-1.37,62.63,
300093363,Completed,80.45,-1.68,78.77,
300093297,Completed,20.25,-0.53,19.72,
300093361,Completed,54.43,-1.18,53.25,
300093359,Completed,30,-0.72,29.28,
300093358,Completed,144.8,-2.95,141.85,
300093357,Completed,32.4,-0.82,31.58,
300093356,Completed,126,-2.59,123.41,
300093355,Completed,85.15,-1.82,83.33,
300093354,Completed,59.96,-1.34,58.62,
300093353,Completed,9.5,-0.33,9.17,
300093352,Completed,68.59,-1.45,67.14,
300093351,Completed,229.95,-4.57,225.38,
300093350,Completed,43.35,-1.02,42.33,
300093349,Completed,47.5,-1.1,46.4,
300093348,Completed,96,-2.02,93.98,
300093347,Completed,58.87,-2.06,56.81,
300093346,Cleared,264.95,-5,259.95,
300093344,Partially Refunded,270,-5.33,264.67,
300093343,Completed,28.62,-0.69,27.93,
300093342,Completed,108,-2.2,105.8,
300093337,Completed,57.5,-1.24,56.26,
300093340,Completed,74.7,-1.57,73.13,
300093341,Completed,33,-0.83,32.17,
300093339,Completed,44,-0.99,43.01,
300093338,Refunded,46.66,-1.04,45.62,
300093336,Completed,62.71,-1.39,61.32,
300093317,Completed,15.12,-0.49,14.63,
300093335,Completed,23.85,-0.65,23.2,
300093334,Completed,30.5,-0.78,29.72,
300093332,Completed,24.3,-0.61,23.69,
300093333,Completed,82.7,-1.77,80.93,
300093331,Partially Refunded,177,-3.51,173.49,
300093330,Completed,30.6,-0.78,29.82,
300093329,Completed,35.1,-0.82,34.28,
300093328,Refunded,61.95,-1.33,60.62,
300093327,Refunded,125,-3.15,121.85,
300093326,Completed,19,-0.51,18.49,
300093325,Completed,66.1,-1.41,64.69,
300093323,Completed,98.1,-2.01,96.09,
300093322,Completed,18.4,-0.5,17.9,
300093321,Completed,24.3,-0.61,23.69,
300093320,Completed,111.46,-2.32,109.14,
300093319,Completed,28.19,-0.69,27.5,
300093318,Completed,177.67,-6.22,171.45,
300093316,Completed,78.11,-1.63,76.48,
300093315,Completed,39,-0.94,38.06,
300093314,Completed,112.11,-2.33,109.78,
300093313,Completed,18.2,-0.55,17.65,
300093312,Completed,72.36,-1.57,70.79,
300093310,Completed,90.42,-1.92,88.5,
300093309,Completed,137.16,-2.81,134.35,
300093308,Refunded,25.5,-0.89,24.61,
300093307,Completed,8.5,-0.31,8.19,
300093306,Completed,138.95,-2.84,136.11,
300093305,Completed,119.92,-3.08,116.84,
300093304,Completed,87,-1.85,85.15,
300093302,Completed,70.2,-1.53,68.67,
300093300,Completed,63.18,-1.4,61.78,
300093298,Completed,149.34,-3.73,145.61,
300093296,Completed,60.3,-1.35,58.95,
300093295,Denied,18.09,0,18.09,
300093294,Completed,22,-0.62,21.38,
300093293,Completed,95,-3.33,91.67,
300093292,Completed,46,-1.02,44.98,
300093291,Completed,44.95,-1.05,43.9,
300093290,Completed,18,-0.49,17.51,
300093286,Completed,20.7,-0.54,20.16,
300093289,Completed,81.6,-1.7,79.9,
300093288,Completed,127.75,-2.58,125.17,
300093287,Completed,44,-1.54,42.46,
300093285,Refunded,29,-0.7,28.3,
300093284,Completed,495,-9.56,485.44,
300093283,Completed,224.1,-4.41,219.69,
300093282,Completed,90,-1.86,88.14,
300093281,Completed,20,-0.53,19.47,
300093280,Completed,82.8,-1.77,81.03,
300093279,Completed,22.15,-0.62,21.53,
300093278,Completed,213,-4.25,208.75,
300093276,Completed,54,-1.18,52.82,
300093275,Completed,95,-1.96,93.04,
300093277,Completed,60.48,-1.35,59.13,
300093274,Completed,40,-0.96,39.04,
300093273,Completed,45.9,-1.07,44.83,
300093272,Completed,143.2,-5.01,138.19,
300093271,Completed,40.5,-0.92,39.58,
300093270,Completed,28.8,-0.75,28.05,
300093269,Completed,29.7,-0.76,28.94,
300093268,Refunded,8.55,-0.36,8.19,
300093267,Completed,86.4,-1.84,84.56,
300093266,Completed,61.2,-1.36,59.84,
300093265,Completed,42.75,-1.01,41.74,
300093264,Completed,193.23,-3.87,189.36,
300093263,Completed,54,-1.23,52.77,
300093262,Completed,94,-1.99,92.01,
300093259,Completed,90.4,-1.87,88.53,
300093260,Completed,69.3,-1.52,67.78,
300093258,Completed,191.16,-3.83,187.33,
300093257,Completed,101.83,-2.13,99.7,
300093255,Completed,104.75,-2.14,102.61,
300093253,Completed,113.7,-2.36,111.34,
300093256,Completed,39.96,-0.96,39,
300093254,Completed,88,-1.87,86.13,
300093252,Completed,26.82,-0.71,26.11,
300093251,Completed,101,-3.54,97.46,
300093249,Completed,31.32,-0.8,30.52,
300093248,Completed,178.2,-3.59,174.61,
300093247,Completed,52.7,-1.2,51.5,
300093246,Completed,73.86,-1.55,72.31,
300093245,Completed,149.95,-3,146.95,
300093244,Completed,54,-1.23,52.77,
300093243,Completed,79.9,-1.67,78.23,
300093242,Partially Refunded,17,-0.6,16.4,
300093241,Completed,58.15,-1.3,56.85,
300093240,Completed,38.88,-0.89,37.99,
300093239,Completed,110,-2.29,107.71,
300093238,Completed,13.61,-0.41,13.2,
300093233,Completed,115.99,-2.35,113.64,
300093237,Completed,207.36,-4.14,203.22,
300093235,Completed,40.5,-0.92,39.58,
300093236,Refunded,199.58,-4.99,194.59,
300093234,Completed,97,-1.99,95.01,
300093232,Completed,32.4,-0.77,31.63,
300093231,Completed,92,-1.95,90.05,
300093230,Completed,22.5,-0.63,21.87,
300093229,Completed,200.12,-4,196.12,
300093228,Completed,85.9,-1.83,84.07,
300093227,Completed,38.88,-0.94,37.94,
300093226,Completed,25.7,-0.64,25.06,
300093225,Refunded,34,-1.02,32.98,
300093224,Completed,18,-0.49,17.51,
300093223,Partially Refunded,45.9,-1.61,44.29,
300093222,Completed,34.92,-0.86,34.06,
300093221,Completed,104.55,-2.19,102.36,
300093220,Completed,16.88,-0.47,16.41,
300093219,Completed,23.33,-0.59,22.74,
300093218,Completed,15,-0.53,14.47,
300093216,Completed,28,-0.73,27.27,
300093214,Completed,100.6,-2.06,98.54,
300093215,Completed,89.6,-2.35,87.25,
300093213,Completed,28,-0.68,27.32,
300093212,Completed,43.2,-1.02,42.18,
300093211,Completed,178.2,-3.54,174.66,
300093209,Completed,16.15,-0.46,15.69,
300093208,Completed,92,-1.9,90.1,
300093206,Refunded,22,-0.57,21.43,
300093204,Completed,9.9,-0.34,9.56,
300093203,Completed,70.2,-1.53,68.67,
300093202,Refunded,18.9,-0.6,18.3,
300093201,Completed,47.52,-1.1,46.42,
300093200,Completed,128.7,-2.65,126.05,
300093198,Completed,64.45,-1.37,63.08,
300093199,Completed,130.5,-4.57,125.93,
300093163,Completed,277.97,-5.43,272.54,
300093197,Completed,84,-1.8,82.2,
300093196,Completed,33.05,-0.83,32.22,
300093195,Completed,236.3,-5.82,230.48,
300093194,Denied,13,0,13,
300093192,Completed,10,-0.34,9.66,
300093193,Completed,259.2,-5.12,254.08,
300093191,Completed,103,-2.16,100.84,
300093190,Completed,88.2,-1.88,86.32,
300093189,Denied,17,0,17,
300093187,Completed,13.5,-0.46,13.04,
300093186,Denied,8.5,0,8.5,
300093185,Completed,59.4,-2.08,57.32,
300093184,Completed,360.9,-7.06,353.84,
300093183,Denied,8.5,0,8.5,
300093182,Completed,33.5,-0.84,32.66,
300093181,Completed,5.5,-0.25,5.25,
300093180,Partially Refunded,255,-5.05,249.95,
300093179,Completed,114.48,-2.38,112.1,
300093178,Completed,42,-0.95,41.05,
300093177,Completed,6,-0.26,5.74,
300093175,Completed,19.44,-0.52,18.92,
300093176,Refunded,92.35,-1.9,90.45,
300093174,Completed,22,-0.57,21.43,
300093173,Denied,8.5,0,8.5,
300093171,Completed,17,-0.47,16.53,
300093172,Completed,25.5,-0.63,24.87,
300093170,Denied,14.04,0,14.04,
300093167,Completed,130.5,-2.63,127.87,
300093168,Completed,181.76,-3.6,178.16,
300093169,Denied,12,0,12,
300093166,Completed,34.2,-0.85,33.35,
300093165,Completed,50.25,-1.15,49.1,
300093164,Completed,37.8,-0.92,36.88,
300093162,Partially Refunded,154.44,-3.13,151.31,
300093161,Completed,56.38,-1.27,55.11,
300093160,Denied,8.5,0,8.5,
300093159,Completed,50.91,-1.17,49.74,
300093158,Denied,8.5,0,8.5,
300093157,Refunded,65,-1.76,63.24,
300093156,Completed,188,-3.77,184.23,
300093155,Completed,70,-1.53,68.47,
300093154,Denied,12,0,12,
300093153,Completed,48.75,-1.13,47.62,
300093152,Denied,12,0,12,
300093151,Completed,17735.5,-337.17,17398.33,
300093150,Completed,9.5,-0.33,9.17,
300093149,Completed,119.95,-2.48,117.47,
300093148,Denied,11,0,11,
300093147,Completed,132,-2.71,129.29,
300093146,Completed,11,-0.41,10.59,
300093145,Completed,309,-6.02,302.98,
300093144,Completed,63.9,-1.36,62.54,
300093143,Completed,59.96,-2.1,57.86,
300093142,Refunded,14.04,-0.47,13.57,
300082875,Completed,32.95,-0.78,32.17,
300093141,Completed,134.56,-2.76,131.8,
300093139,Completed,152,-3.09,148.91,
300093138,Completed,54,-1.89,52.11,
300093137,Completed,35.95,-0.88,35.07,
300093136,Completed,219.24,-4.32,214.92,
300093135,Completed,28.2,-0.74,27.46,
300093134,Completed,12,-0.38,11.62,
300093133,Completed,299,-5.83,293.17,
300093132,Completed,80.57,-1.73,78.84,
300093131,Completed,419,-8.11,410.89,
300093130,Completed,16.2,-0.46,15.74,
300093129,Completed,17,-0.47,16.53,
300093128,Completed,33.95,-0.85,33.1,
300093127,Completed,32.5,-0.82,31.68,
300093126,Denied,14.04,0,14.04,
300093082,Completed,65.91,-1.4,64.51,
300093124,Completed,18,-0.54,17.46,
300093123,Cleared,30,-0.72,29.28,
300093121,Completed,45,-1.01,43.99,
300093122,Completed,128.95,-2.65,126.3,
300093120,Cleared,30,-0.72,29.28,
300093117,Refunded,125,-2.53,122.47,
300093119,Completed,103.7,-2.17,101.53,
300093118,Completed,26.5,-0.93,25.57,
300093116,Cleared,29.61,-0.71,28.9,
300093115,Completed,237.6,-4.66,232.94,
300093114,Completed,221.85,-4.37,217.48,
300093113,Completed,105.84,-2.21,103.63,
300093112,Completed,309.81,-10.84,298.97,
300093111,Completed,74.25,-1.61,72.64,
300093110,Completed,56,-1.21,54.79,
,Completed,-35,0,-35,
,Completed,0.45,0,0.45,
,Completed,-23.76,0.45,-23.31,
300093109,Completed,85.85,-3,82.85,
,Completed,0.53,0,0.53,
,Completed,-28,0.53,-27.47,
,Completed,5.04,0,5.04,
,Completed,-210,5.04,-204.96,
,Completed,0.36,0,0.36,
,Completed,-19,0.36,-18.64,
,Completed,0.96,0,0.96,
,Completed,-50.4,0.96,-49.44,
,Completed,1.69,0,1.69,
,Completed,-88.95,1.69,-87.26,
,Completed,0.29,0,0.29,
,Completed,-15.55,0.29,-15.26,
300093108,Completed,62.64,-1.34,61.3,
,Completed,0.86,0,0.86,
,Completed,-45,0.86,-44.14,
,Completed,0.53,0,0.53,
,Completed,-28,0.53,-27.47,
,Completed,0.11,0,0.11,
,Completed,-5.75,0.11,-5.64,
,Completed,0.12,0,0.12,
,Completed,-6.4,0.12,-6.28,
300093107,Completed,112.27,-2.33,109.94,
300093106,Completed,89.1,-1.89,87.21,
,Completed,0.75,0,0.75,
,Completed,-39.68,0.75,-38.93,
300093105,Completed,85.37,-1.77,83.6,
,Completed,2.73,0,2.73,
,Completed,-144,2.73,-141.27,
300093103,Completed,113.72,-2.36,111.36,
300093102,Completed,28.35,-0.69,27.66,
300093101,Completed,17,-0.6,16.4,
300093100,Completed,95,-1.96,93.04,
300093099,Completed,14,-0.47,13.53,
300093098,Completed,20.95,-0.73,20.22,
300093097,Completed,49,-1.13,47.87,
300093096,Partially Refunded,52.26,-1.19,51.07,
300093095,Completed,324,-6.36,317.64,
300093094,Completed,51.3,-1.17,50.13,
300093093,Completed,64.99,-1.43,63.56,
300093092,Completed,64.15,-1.37,62.78,
300093091,Completed,36.45,-0.84,35.61,
300093090,Completed,115.5,-2.39,113.11,
300093089,Completed,34.18,-0.85,33.33,
